,Problem,Answer,Grade
1755,"“The Wild Adventures of Blinky Bill” will be on TV soon, featuring the famous koala and his buddy Jacko the frill-necked lizard. If each episode is 21 minutes long but has three ad breaks that add 2 extra minutes of ads each, how long does an episode take to watch? ",27 minutes , 4
1756,Naughty Milly has sneaked 7 sugar cubes into her lunch box. How many sides are there altogether on those cubes? ,28 sides , 4
1757,A new robot has been invented to handle some simple jobs around the office. The robot is 57 cm tall. How much shorter than YOU PERSONALLY is this robot? (You’ll have to measure yourself first to be able to solve this problem!) ,Various answers , 4
1758,"The cricket season is about to begin, and one sports store has a SALE in which cricket bats cost $199, cricket helmets cost $71.99, Shirt and pants sets cost $40, and cricket shoes cost $39. Zac’s birthday is next week, and he’s asked for one of each of these cricket products for his gift. How much would it cost his parents? Do you think that’s too much? ",$349.99 and various responses , 4
1759,"Jockey Michelle Payne was last week awarded the Sport award called “The Don”, for being the sports person who most inspired people last year. Her date of birth is 29/9/85. How old is she now? ",31 years’ old , 4
1760,"“Super Heroes” was the theme of an exhibition recently. 20,000 people attended. If 2,478 of those people dressed up as “Danger Mouse”, how many people did NOT dress up as “Danger Mouse”? ","17,522 ", 4
1761,"Jess invited 12 friends to her party. She invited half on Facebook, but had to send a text message by phone for the others. Each text message cost 25c. How much money did she pay for the texts? ",6 x 25 cents = $1.50 , 4
1762,"An aeroplane ride from Brisbane to Melbourne takes 2 hours 10 minutes. If Bill’s plane took off from Brisbane at 8:25 am, what time should it land in Melbourne? ",10:35 am , 4
1763,"Joe has a hearing problem, so his parents bought a hearing aid for him. The usual price is $99.95, but the special price is $49.95. How much money did they save by buying at the lower price? ",They saved $50 , 4
1764,A HUGE pumpkin weighing 864 kg was recently grown in California. Most pumpkins weigh around 4 kg. How many of these small pumpkins would weigh the same as the huge 864 kg pumpkin? ,216 small pumpkins , 4
1765,"Halloween is approaching, on October 31st. Many shops like to sell Halloween gear for 3 weeks before the actual day. On what date did they probably start selling Halloween materials? ",October 10th , 4
1766,"Last Saturday was “Star Wars Reads Day”, where some well-known people read stories from the Star Wars books. If one reader took 5 minutes to read 3 pages, how many SECONDS did it take him to read just one page? ",100 seconds for just one page , 4
1767,"A tram weighs 30 tonnes, and an adult rhinoceros weighs ½ tonne. How many rhinos would it take to weigh exactly the same as one tram? ",60 rhinos , 4
1768,Cookie Monster bought a box of 24 biscuits at the supermarket. He ate half of the cookies (biscuits) in just 20 minutes. How many biscuits were left? ,12 biscuits left , 4
1769,A red-bellied snake 2.5 metres long was caught in the city last week. How many centimetres long is that? ,250 centimetres , 4
1770,"Aussie pop singer Kylie Minogue is making a comedy movie on Australia’s Gold Coast at the moment. If the movie takes 12 weeks to make, and they commence making it on 20th October, on what date do they hope to finish filming? ",12th January 2017 , 4
1771,"A box of Weetbix is selling in Australia for $4.80. But, in China, it is selling for 10 times that amount, as people are desperate to buy it, because it is hard to get. What is the price in China for Weetbix? ",$48 , 4
1772,A gorilla called Kumbuka escaped from London Zoo last week. He weighed 184 kg. Jerry is 9 years old and weighs 24 kg. How much more does Kumbuka weigh than Jerry? ,160 kg more , 4
1773,A Star Wars App on mobile phones allows people to make Star Wars bumper labels. The stickers measure 18 cm x 4 cm. What is the perimeter of each label? ,44 cm , 4
1774,"With Halloween coming up you might like to make yourself a costume! If you buy a mask for $10 and fabric for a costume for another $25, how much change would you get from $50? ",$15 change , 4
1775,"A special event called “Haircuts by Children” has had children doing haircuts for customers! If it takes 15 minutes for a hairdresser to give someone a haircut and 10 minutes longer for a child to cut hair, how long would it take for a child to do two haircuts? ",50 minutes , 4
1776,The Nintendo 64 turned 20 years old this week! It came out in Japan in June 1996 and later in Australia in March 1997. How many months AFTER the Japan release did it come out in Australia? ,"9 months later (or 8 months, not counting March 1997) ", 4
1777,A delivery truck was carrying 8 cartons of toilet rolls. Each carton contained 84 toilet rolls. How many toilet rolls were there altogether on the truck? ,672 toilet rolls , 4
1778,"A perfect gift for a boy or girl may be a football or basketball with their name printed onto it. Each personalised ball costs $69.95, plus $9.99 postage. What is the total cost of one of these balls that is received by mail? ",$79.94 , 4
1779,"At the moment, many of the States in Australia have mosquito problems, due to the heavy rains recently. Mosquitoes have 6 legs. If 11 mozzies flew in through Ben’s bedroom window, how many mosquito legs were there altogether? ",66 mosquito legs , 4
1780,One of the big charities has suggested that a donation of $30 will buy 2 solar lights for remote villagers overseas. How much does each solar light cost? ,$15 each , 4
1781,"Halloween is now over. If six children were in a group trick or treating, and each of those children received 24 lollies, how many lollies did they receive altogether? ",144 lollies , 4
1782,"The world’s tallest sandwich has been made in New York City. It was made from 60 pieces of bread. If each slice of bread was 6 mm thick, what was the total height of bread slices in that sandwich, in centimetres and millimetres? ",360 mm = 36 cm , 4
1783,The movie “STORKS” runs for 1 hour 37 minutes. How many minutes is that? ,97 minutes , 4
1784,"A recent survey showed that for a boy aged 10 at the moment, he will probably live for another 71 years. What age may he live to? ",81 years of age , 4
1785,"A recent survey showed that for a girl aged 10 at the moment, she will probably live for another 75 years. What age may she live to? ",85 years of age , 4
1786,"Remembrance Day is held on 11th November each year, when we remember those who gave their lives for freedom. It is sometimes called “Poppy Day”. Poppies are sold for around $2.25 each as a reminder. How much would 3 poppies cost? ",$6.75 , 4
1787,"In the cricket Test Match between Australia and South Africa, the first four South African batsmen scored the following: 0 runs (a “duck”); 12 runs; 0 runs; 11 runs. What was the sum of the scores of the first 4 batsmen? ",23 runs , 4
1788,"It was Halloween last week, and Zac received a lot of lollies! If he had 50 lollies altogether, and he’s allowed to eat one lolly on the first day and one additional lolly every day after that, how many days will it be until he has none left? ",10 days , 4
1789,This year’s Melbourne Cup had 24 horses in the race. They were numbered 1 to ,12 even numbers , 4
1790,"The Pokemon game “Sun and Moon” will be out this month. If a shop is selling it for $59, but also sells the game console and the game together for $169, how much does the game console cost by itself? ",$110 , 4
1791,Tom has to take some raspberry-flavoured medicine at exactly 7 am. He needs to take more every 4 hours. At what time will he take his third dose? ,3 pm , 4
1792,The price of meat in some supermarkets has become less expensive recently. Lamb at some shops now costs $10 per kg. What would be the price of a 2½ kg leg of lamb at those shops? ,$25 , 4
1793,"The older Barbie Dolls are now being sold in a special deal at a toy shop – 3 dolls for $39. How much is each doll, in that deal? ",$13 each , 4
1794,The “ABC TV Breakfast Show” is now 8 years old. How many months old is that? ,96 months , 4
1795,"In the election in the United States of America, Donald Trump won 276 votes and Hillary Clinton won 218 votes. How many votes were there altogether? ",494 , 4
1796,"To buy a packet of Tim Tams in one supermarket costs $2.79, but in another supermarket exactly the same product costs $3.65. How much more is the expensive pack than the cheaper pack? ",86 cents , 4
1797,The Salvation Army is putting together some Christmas packs of food for needy families. Each pack costs $55. How many food packs could they put together for $330? ,6 packs , 4
1798,"At one place in Australia, the maximum temperature was 34oC. This was 13oC higher than the lowest temperature on that day. What was the minimum temperature? ",21oC , 4
